2 [0, 0, 5.28067228, 5.17784415, 0, 0, 5.43774673, 5.18020998, 0, 0, 5.20176652, 0, 0, 0, 0, 0, 0, 5.17253777, 0, 5.16119242, 5.22057289, 5.47287095, 5.7202218, 0, 5.1703426, 0, 0, 0, 0, 0, 0, 0]
6 [0, 0, 5.29189467, 5.13698266, 0, 0, 5.42059267, 5.14357741, 0, 0, 5.15384282, 0, 0, 0, 0, 0, 0, 5.19605218, 0, 5.18870534, 5.16760774, 5.4433244, 5.71000445, 0, 5.18661675, 0, 0, 0, 0, 0, 0, 0]
20 [0, 0, 5.2945466, 5.16107114, 0, 0, 5.42418343, 5.19133398, 0, 0, 5.18478985, 0, 5.13831058, 0, 0, 0, 0, 5.1823631, 0, 5.20316252, 5.15510748, 5.4417819, 5.704709, 0, 5.17970063, 0, 0, 0, 0, 0, 0, 0]
10 [0, 0, 5.34545138, 5.1582891, 0, 0, 5.41366228, 5.17724468, 0, 0, 5.17622168, 0, 0, 0, 0, 0, 0, 5.19389963, 0, 5.20215955, 5.19441357, 5.42892623, 5.6511647, 5.121454045, 5.19176275, 0, 0, 0, 0, 0, 0, 0]
84 [0, 0, 5.36238536, 5.12699477, 0, 0, 5.37107205, 0, 0, 5.103323504, 5.19012484, 0, 0, 0, 0, 0, 0, 5.18189685, 0, 5.18976754, 5.22199903, 5.40901235, 5.7047973, 0, 5.15622061, 0, 0, 0, 0, 0, 0, 0]
3 [0, 0, 5.34284323, 5.10559691, 0, 0, 5.4192012, 5.15546584, 0, 0, 5.15918294, 0, 5.12029545, 0, 0, 0, 0, 5.15196553, 0, 5.15864134, 5.12135346, 5.38433242, 5.66541576, 5.12120787, 5.19721782, 0, 0, 0, 0, 0, 0, 0]
47 [0, 0, 5.3187574699999995, 5.147188, 0, 0, 5.32759908, 5.10754708, 0, 0, 5.14065883, 0, 0, 0, 0, 0, 0, 5.1832691, 0, 5.18481591, 5.23930702, 5.40013874, 5.6899705, 0, 5.1706148, 0, 0, 0, 0, 0, 0, 0]
51 [0, 0, 5.33712277, 5.15506457, 0, 0, 5.357378, 0, 0, 0, 5.11974294, 0, 0, 0, 0, 0, 0, 5.15066461, 0, 5.217159, 5.22702907, 5.40300208, 5.6634691, 0, 5.13206165, 0, 0, 0, 0, 0, 0, 0]
48 [0, 0, 5.29625624, 5.12751879, 0, 0, 5.36362198, 0, 0, 5.12632315, 5.17320657, 0, 0, 0, 0, 0, 0, 5.15312018, 0, 5.22993861, 5.26162386, 5.39666966, 5.66755986, 0, 5.13454957, 0, 0, 0, 0, 0, 0, 0]
63 [0, 0, 5.35285914, 5.13386713, 0, 0, 5.42270747, 5.2034445, 0, 0, 5.20194525, 0, 0, 0, 0, 0, 0, 5.14348385, 0, 5.21427318, 5.17917663, 5.31461987, 5.70755774, 5.14518467, 5.17586938, 0, 0, 0, 0, 0, 0, 0]
